stratum,area,areapost,transect,effort,legid,r,size,pos,side,seen,sighting,sfrac,y,bss,cloud,sight,obs,dives,Etype,cuerate,plat
5,9471,6944,5172,0.081111111,111,9999,9999,9999,9999,9999,9999,0.5,9999,2,9,1,9999,9999,SD,53,0
5,9471,6944,5173,0.078055556,111,9999,9999,F,R,0,354,0.5,9999,2,9,2,D,9999,SD,53,1
5,9471,6944,5173,0.078055556,111,0.176,1,R,R,1,354,0.5,23,2,9,2,H,1,SD,53,2
5,9471,6944,5174,0.083611111,111,9999,9999,9999,9999,9999,9999,0.5,9999,2,4,2,9999,9999,SD,53,0
5,9471,6944,5175,0.058055556,111,9999,9999,9999,9999,9999,9999,0.5,9999,2,8,2,9999,9999,SD,53,0
5,9471,6944,5176,0.039444444,112,9999,9999,9999,9999,9999,9999,0.5,9999,1,9,1,9999,9999,SD,53,0
5,9471,6944,5177,0.188333333,112,9999,9999,F,R,0,351,0.5,9999,2,9,2,D,9999,SD,53,1
5,9471,6944,5177,0.188333333,112,0.408,1,R,R,1,351,0.5,111,2,9,2,H,1,SD,53,2
5,9471,6944,5178,0.122777778,113,9999,9999,9999,9999,9999,9999,0.5,9999,4,9,3,9999,9999,SD,53,0
5,9471,6944,5179,0.176388889,114,9999,9999,9999,9999,9999,9999,0.5,9999,4,7,1,9999,9999,SD,53,0
5,9471,6944,5180,0.140555556,114,9999,9999,9999,9999,9999,9999,0.5,9999,4,9,2,9999,9999,SD,53,0
8,3728,1659,8181,0.129444444,101,9999,9999,9999,9999,9999,9999,0.5,9999,2,9,2,9999,9999,SD,53,0
8,3728,1659,8182,0.183888889,101,9999,9999,F,R,0,313,0.5,9999,2,9,3,D,9999,SD,53,1
8,3728,1659,8182,0.183888889,101,0.794,1,R,R,1,313,0.5,1339,2,9,3,H,1,SD,53,2
8,3728,1659,8182,0.183888889,101,9999,9999,F,L,0,314,0.5,9999,2,9,3,P,9999,SD,53,1
8,3728,1659,8182,0.183888889,101,0.213,2,R,L,1,314,0.5,14,2,9,3,K,2,SD,53,2
8,3728,1659,8182,0.183888889,101,9999,9999,F,R,0,315,0.5,9999,2,9,3,D,9999,SD,53,1
8,3728,1659,8182,0.183888889,101,0.316,1,R,R,1,315,0.5,540,2,9,3,H,1,SD,53,2
8,3728,1659,8182,0.183888889,101,9999,9999,F,L,0,316,0.5,9999,2,9,3,P,9999,SD,53,1
8,3728,1659,8182,0.183888889,101,0.103,1,R,L,1,316,0.5,7,2,9,3,K,1,SD,53,2
8,3728,1659,8182,0.183888889,101,9999,9999,F,R,0,318,0.5,9999,2,9,3,D,9999,SD,53,1
8,3728,1659,8182,0.183888889,101,0.432,1,R,R,1,318,0.5,780,2,9,3,H,1,SD,53,2
8,3728,1659,8182,0.183888889,101,9999,9999,F,R,0,319,0.5,9999,2,9,3,D,9999,SD,53,1
8,3728,1659,8182,0.183888889,101,0.233,1,R,R,1,319,0.5,393,2,9,3,H,1,SD,53,2
8,3728,1659,8182,0.183888889,101,9999,9999,F,R,0,320,0.5,9999,2,9,3,D,9999,SD,53,1
8,3728,1659,8182,0.183888889,101,0.339,1,R,R,1,320,0.5,22,2,9,3,H,1,SD,53,2
8,3728,1659,8182,0.183888889,101,9999,9999,F,L,0,321,0.5,9999,2,9,3,P,9999,SD,53,1
8,3728,1659,8182,0.183888889,101,0.052,2,R,L,1,321,0.5,52,2,9,3,K,1,SD,53,2
8,3728,1659,8182,0.183888889,101,9999,9999,F,L,0,322,0.5,9999,2,9,3,P,9999,SD,53,1
8,3728,1659,8182,0.183888889,101,0.045,2,R,L,1,322,0.5,3,2,9,3,K,1,SD,53,2
8,3728,1659,8182,0.183888889,101,9999,9999,F,R,0,323,0.5,9999,2,9,3,D,9999,SD,53,1
8,3728,1659,8182,0.183888889,101,0.144,1,R,R,1,323,0.5,200,2,9,3,H,1,SD,53,2
8,3728,1659,8183,0.175277778,102,9999,9999,9999,9999,9999,9999,0.5,9999,2,6,2,9999,9999,SD,53,0
8,3728,1659,8184,0.056666667,102,9999,9999,9999,9999,9999,9999,0.5,9999,3,9,2,9999,9999,SD,53,0
8,3728,1659,8185,0.067777778,103,9999,9999,F,R,0,293,0.5,9999,2,6,2,D,9999,SD,53,1
8,3728,1659,8185,0.067777778,103,0.066,1,R,R,1,293,0.5,5,2,6,2,K,1,SD,53,2
8,3728,1659,8186,0.141944444,103,0.251,2,F,R,1,288,0.5,182,2,9,1,D,1,SD,53,1
8,3728,1659,8186,0.141944444,103,0.182,1,R,R,1,288,0.5,147,2,9,1,K,1,SD,53,2
8,3728,1659,8186,0.141944444,103,9999,9999,F,L,0,291,0.5,9999,2,9,1,P,9999,SD,53,1
8,3728,1659,8186,0.141944444,103,0.316,1,R,L,1,291,0.5,21,2,9,1,H,1,SD,53,2
8,3728,1659,8187,0.101388889,103,9999,9999,9999,9999,9999,9999,0.5,9999,2,6,1,9999,9999,SD,53,0
8,3728,1659,8188,0.175277778,103,9999,9999,F,L,0,292,0.5,9999,3,9,2,P,9999,SD,53,1
8,3728,1659,8188,0.175277778,103,0.158,1,R,L,1,292,0.5,11,3,9,2,H,1,SD,53,2
8,3728,1659,8189,0.028611111,104,9999,9999,9999,9999,9999,9999,0.5,9999,2,9,1,9999,9999,SD,53,0
8,3728,1659,8190,0.063888889,104,9999,9999,F,L,0,296,0.5,9999,2,9,2,P,9999,SD,53,1
8,3728,1659,8190,0.063888889,104,0.58,1,R,L,1,296,0.5,57,2,9,2,H,1,SD,53,2
8,3728,1659,8191,0.146944444,104,9999,9999,F,L,0,298,0.5,9999,3,9,3,P,9999,SD,53,1
8,3728,1659,8191,0.146944444,104,0.315,1,R,L,1,298,0.5,455,3,9,3,H,1,SD,53,2
8,3728,1659,8191,0.146944444,104,9999,9999,F,L,0,299,0.5,9999,3,9,3,P,9999,SD,53,1
8,3728,1659,8191,0.146944444,104,0.216,1,R,L,1,299,0.5,165,3,9,3,H,1,SD,53,2
8,3728,1659,8192,0.037222222,104,9999,9999,9999,9999,9999,9999,0.5,9999,4,9,3,9999,9999,SD,53,0
8,3728,1659,8193,0.351666667,105,9999,9999,F,L,0,301,0.5,9999,3,9,3,P,9999,SD,53,1
8,3728,1659,8193,0.351666667,105,0.284,1,R,L,1,301,0.5,527,3,9,3,H,1,SD,53,2
8,3728,1659,8193,0.351666667,105,9999,9999,F,R,0,302,0.5,9999,3,9,3,D,9999,SD,53,1
8,3728,1659,8193,0.351666667,105,0.023,1,R,R,1,302,0.5,44,3,9,3,K,1,SD,53,2
8,3728,1659,8193,0.351666667,105,9999,9999,F,L,0,304,0.5,9999,3,9,3,P,9999,SD,53,1
8,3728,1659,8193,0.351666667,105,0.265,1,R,L,1,304,0.5,54,3,9,3,H,1,SD,53,2
8,3728,1659,8193,0.351666667,105,0.258,2,F,R,1,305,0.5,99,3,9,3,D,1,SD,53,1
8,3728,1659,8193,0.351666667,105,9999,9999,R,R,0,305,0.5,9999,3,9,3,K,9999,SD,53,2
8,3728,1659,8193,0.351666667,105,9999,9999,F,R,0,308,0.5,9999,3,9,3,D,9999,SD,53,1
8,3728,1659,8193,0.351666667,105,0.215,1,R,R,1,308,0.5,60,3,9,3,K,1,SD,53,2
8,3728,1659,8194,0.075833333,106,9999,9999,9999,9999,9999,9999,0.5,9999,2,9,2,9999,9999,SD,53,0
8,3728,1659,8195,0.053055556,106,9999,9999,9999,9999,9999,9999,0.5,9999,4,9,3,9999,9999,SD,53,0
8,3728,1659,8196,0.296111111,201,9999,9999,F,L,0,325,0.5,9999,2,5,2,P,9999,SD,53,1
8,3728,1659,8196,0.296111111,201,0.301,1,R,L,1,325,0.5,269,2,5,2,K,1,SD,53,2
8,3728,1659,8196,0.296111111,201,9999,9999,F,R,0,326,0.5,9999,2,5,2,D,9999,SD,53,1
8,3728,1659,8196,0.296111111,201,0.207,1,R,R,1,326,0.5,341,2,5,2,H,1,SD,53,2
8,3728,1659,8196,0.296111111,201,9999,9999,F,L,0,328,0.5,9999,2,5,2,P,9999,SD,53,1
8,3728,1659,8196,0.296111111,201,0.387,1,R,L,1,328,0.5,143,2,5,2,K,1,SD,53,2
8,3728,1659,8196,0.296111111,201,9999,9999,F,R,0,329,0.5,9999,2,5,2,D,9999,SD,53,1
8,3728,1659,8196,0.296111111,201,0.519,1,R,R,1,329,0.5,298,2,5,2,H,1,SD,53,2
8,3728,1659,8196,0.296111111,201,9999,9999,F,R,0,330,0.5,9999,2,5,2,D,9999,SD,53,1
8,3728,1659,8196,0.296111111,201,0.555,1,R,R,1,330,0.5,752,2,5,2,H,1,SD,53,2
8,3728,1659,8196,0.296111111,201,9999,9999,F,R,0,331,0.5,9999,2,5,2,D,9999,SD,53,1
8,3728,1659,8196,0.296111111,201,0.166,2,R,R,1,331,0.5,289,2,5,2,H,1,SD,53,2
8,3728,1659,8196,0.296111111,201,0.104,2,F,R,1,332,0.5,149,2,5,2,D,1,SD,53,1
8,3728,1659,8196,0.296111111,201,0.119,2,R,R,1,332,0.5,195,2,5,2,H,1,SD,53,2
8,3728,1659,8196,0.296111111,201,9999,9999,F,R,0,334,0.5,9999,2,5,2,D,9999,SD,53,1
8,3728,1659,8196,0.296111111,201,0.107,1,R,R,1,334,0.5,191,2,5,2,H,1,SD,53,2
8,3728,1659,8196,0.296111111,201,9999,9999,F,L,0,336,0.5,9999,2,5,2,P,9999,SD,53,1
8,3728,1659,8196,0.296111111,201,0.176,1,R,L,1,336,0.5,23,2,5,2,K,1,SD,53,2
8,3728,1659,8197,0.436388889,202,9999,9999,F,L,0,310,0.5,9999,2,9,1,P,9999,SD,53,1
8,3728,1659,8197,0.436388889,202,0.176,1,R,L,1,310,0.5,17,2,9,1,K,1,SD,53,2
8,3728,1659,8198,0.062222222,205,9999,9999,9999,9999,9999,9999,0.5,9999,3,9,3,9999,9999,SD,53,0
8,3728,1659,8199,0.18,206,9999,9999,F,L,0,386,0.5,9999,3,9,2,P,9999,SD,53,1
8,3728,1659,8199,0.18,206,0.186,2,R,L,1,386,0.5,319,3,9,2,K,2,SD,53,2
8,3728,1659,8199,0.18,206,9999,9999,F,L,0,387,0.5,9999,3,9,2,P,9999,SD,53,1
8,3728,1659,8199,0.18,206,0.285,2,R,L,1,387,0.5,200,3,9,2,K,2,SD,53,2
8,3728,1659,8200,0.0475,206,9999,9999,9999,9999,9999,9999,0.5,9999,4,9,2,9999,9999,SD,53,0
9,17408,16617,9201,0.168611111,101,9999,9999,9999,9999,9999,9999,0.25,9999,3,9,3,9999,9999,SD,53,0
9,17408,16617,9202,0.051388889,101,9999,9999,9999,9999,9999,9999,0.25,9999,3,9,3,9999,9999,SD,53,0
9,17408,16617,9203,0.208333333,101,9999,9999,9999,9999,9999,9999,0.25,9999,4,9,3,9999,9999,SD,53,0
9,17408,16617,9204,0.4375,102,9999,9999,9999,9999,9999,9999,0.25,9999,3,9,2,9999,9999,SD,53,0
9,17408,16617,9205,0.125,102,9999,9999,9999,9999,9999,9999,0.25,9999,4,9,3,9999,9999,SD,53,0
9,17408,16617,9206,0.06,103,9999,9999,9999,9999,9999,9999,0.25,9999,2,9,2,9999,9999,SD,53,0
9,17408,16617,9207,0.032222222,103,9999,9999,9999,9999,9999,9999,0.25,9999,2,8,2,9999,9999,SD,53,0
9,17408,16617,9208,0.140277778,103,9999,9999,9999,9999,9999,9999,0.25,9999,3,9,2,9999,9999,SD,53,0
9,17408,16617,9209,0.199722222,103,9999,9999,9999,9999,9999,9999,0.25,9999,3,9,3,9999,9999,SD,53,0
9,17408,16617,9210,0.192222222,103,9999,9999,F,L,0,7,0.25,9999,4,9,3,P,9999,SD,53,1
9,17408,16617,9210,0.192222222,103,0.461,1,R,L,1,7,0.25,477,4,9,3,H,1,SD,53,2
9,17408,16617,9210,0.192222222,103,9999,9999,F,L,0,8,0.25,9999,4,9,3,P,9999,SD,53,1
9,17408,16617,9210,0.192222222,103,0.404,1,R,L,1,8,0.25,246,4,9,3,H,2,SD,53,2
9,17408,16617,9211,0.163888889,104,9999,9999,9999,9999,9999,9999,0.25,9999,2,9,1,9999,9999,SD,53,0
9,17408,16617,9212,0.080555556,104,9999,9999,9999,9999,9999,9999,0.25,9999,2,9,2,9999,9999,SD,53,0
9,17408,16617,9213,0.216944444,104,9999,9999,9999,9999,9999,9999,0.25,9999,3,9,2,9999,9999,SD,53,0
9,17408,16617,9214,0.032222222,104,9999,9999,9999,9999,9999,9999,0.25,9999,3,9,3,9999,9999,SD,53,0
9,17408,16617,9215,0.150277778,104,9999,9999,9999,9999,9999,9999,0.25,9999,3,8,2,9999,9999,SD,53,0
9,17408,16617,9216,0.318611111,105,9999,9999,9999,9999,9999,9999,0.25,9999,3,9,2,9999,9999,SD,53,0
9,17408,16617,9217,0.134444444,105,9999,9999,9999,9999,9999,9999,0.25,9999,4,9,2,9999,9999,SD,53,0
9,17408,16617,9218,0.286666667,106,9999,9999,9999,9999,9999,9999,0.25,9999,3,9,2,9999,9999,SD,53,0
9,17408,16617,9219,0.046944444,106,9999,9999,9999,9999,9999,9999,0.25,9999,3,7,2,9999,9999,SD,53,0
9,17408,16617,9220,0.238888889,106,9999,9999,F,R,0,10,0.25,9999,4,1,3,D,9999,SD,53,1
9,17408,16617,9220,0.238888889,106,0.071,2,R,R,1,10,0.25,14,4,1,3,H,1,SD,53,2
9,17408,16617,9220,0.238888889,106,9999,9999,F,R,0,11,0.25,9999,4,1,3,D,9999,SD,53,1
9,17408,16617,9220,0.238888889,106,0.071,2,R,R,1,11,0.25,14,4,1,3,H,1,SD,53,2
9,17408,16617,9221,0.181388889,107,0.469,1,F,R,1,79,0.5,830,2,9,1,D,1,SD,53,1
9,17408,16617,9221,0.181388889,107,0.262,1,R,R,1,79,0.5,447,2,9,1,K,1,SD,53,2
9,17408,16617,9222,0.030555556,107,9999,9999,9999,9999,9999,9999,0.5,9999,2,8,2,9999,9999,SD,53,0
9,17408,16617,9223,0.046944444,107,9999,9999,F,L,0,74,0.5,9999,2,9,2,P,9999,SD,53,1
9,17408,16617,9223,0.046944444,107,0.24,1,R,L,1,74,0.5,208,2,9,2,H,1,SD,53,2
9,17408,16617,9223,0.046944444,107,9999,9999,F,L,0,75,0.5,9999,2,9,2,P,9999,SD,53,1
9,17408,16617,9223,0.046944444,107,0.298,1,R,L,1,75,0.5,260,2,9,2,H,1,SD,53,2
9,17408,16617,9223,0.046944444,107,9999,9999,F,L,0,76,0.5,9999,2,9,2,P,9999,SD,53,1
9,17408,16617,9223,0.046944444,107,0.461,1,R,L,1,76,0.5,90,2,9,2,H,1,SD,53,2
9,17408,16617,9224,0.300833333,107,9999,9999,9999,9999,9999,9999,0.5,9999,2,8,1,9999,9999,SD,53,0
9,17408,16617,9225,0.107222222,107,9999,9999,F,L,0,73,0.5,9999,3,5,2,P,9999,SD,53,1
9,17408,16617,9225,0.107222222,107,0.387,1,R,L,1,73,0.5,157,3,5,2,H,1,SD,53,2
9,17408,16617,9226,0.091666667,108,9999,9999,9999,9999,9999,9999,0.5,9999,2,8,1,9999,9999,SD,53,0
9,17408,16617,9227,0.389722222,108,9999,9999,F,L,0,84,0.5,9999,2,9,1,P,9999,SD,53,1
9,17408,16617,9227,0.389722222,108,0.266,1,R,L,1,84,0.5,62,2,9,1,H,1,SD,53,2
9,17408,16617,9228,0.098333333,108,9999,9999,9999,9999,9999,9999,0.5,9999,3,9,1,9999,9999,SD,53,0
9,17408,16617,9229,0.138888889,109,9999,9999,9999,9999,9999,9999,0.5,9999,2,9,2,9999,9999,SD,53,0
9,17408,16617,9230,0.078055556,109,9999,9999,9999,9999,9999,9999,0.5,9999,2,8,1,9999,9999,SD,53,0
9,17408,16617,9231,0.180833333,109,9999,9999,9999,9999,9999,9999,0.5,9999,3,9,1,9999,9999,SD,53,0
9,17408,16617,9232,0.104722222,109,9999,9999,F,L,0,85,0.5,9999,3,9,2,P,9999,SD,53,1
9,17408,16617,9232,0.104722222,109,0.17,1,R,L,1,85,0.5,218,3,9,2,K,1,SD,53,2
9,17408,16617,9233,0.163888889,109,9999,9999,9999,9999,9999,9999,0.5,9999,3,9,2,9999,9999,SD,53,0
9,17408,16617,9234,0.03,110,9999,9999,9999,9999,9999,9999,0.5,9999,2,8,1,9999,9999,SD,53,0
9,17408,16617,9235,0.350277778,110,9999,9999,F,L,0,88,0.5,9999,3,8,1,P,9999,SD,53,1
9,17408,16617,9235,0.350277778,110,0.213,1,R,L,1,88,0.5,0,3,8,1,K,1,SD,53,2
9,17408,16617,9235,0.350277778,110,9999,9999,9999,9999,9999,9999,0.5,9999,3,8,1,9999,9999,SD,53,0
9,17408,16617,9236,0.05,111,9999,9999,9999,9999,9999,9999,0.5,9999,3,9,2,9999,9999,SD,53,0
9,17408,16617,9237,0.118611111,111,9999,9999,9999,9999,9999,9999,0.5,9999,4,9,2,9999,9999,SD,53,0
9,17408,16617,9238,0.044166667,111,9999,9999,9999,9999,9999,9999,0.5,9999,5,9,2,9999,9999,SD,53,0
9,17408,16617,9239,0.250555556,112,9999,9999,F,R,0,388,0.5,9999,3,9,2,D,9999,SD,53,1
9,17408,16617,9239,0.250555556,112,0.273,1,R,R,1,388,0.5,316,3,9,2,H,1,SD,53,2
9,17408,16617,9239,0.250555556,112,9999,9999,F,R,0,389,0.5,9999,3,9,2,D,9999,SD,53,1
9,17408,16617,9239,0.250555556,112,0.213,1,R,R,1,389,0.5,303,3,9,2,H,1,SD,53,2
9,17408,16617,9240,0.174166667,112,9999,9999,9999,9999,9999,9999,0.5,9999,4,9,2,9999,9999,SD,53,0
9,17408,16617,9241,0.098611111,114,9999,9999,9999,9999,9999,9999,0.5,9999,1,9,2,9999,9999,SD,53,0
9,17408,16617,9242,0.298888889,115,9999,9999,9999,9999,9999,9999,0.5,9999,2,5,2,9999,9999,SD,53,0
9,17408,16617,9243,0.046388889,116,9999,9999,9999,9999,9999,9999,0.5,9999,2,9,2,9999,9999,SD,53,0
9,17408,16617,9244,0.1025,116,9999,9999,9999,9999,9999,9999,0.5,9999,3,9,1,9999,9999,SD,53,0
9,17408,16617,9245,0.141111111,116,9999,9999,9999,9999,9999,9999,0.5,9999,3,9,2,9999,9999,SD,53,0
9,17408,16617,9246,0.071944444,116,9999,9999,9999,9999,9999,9999,0.5,9999,3,9,3,9999,9999,SD,53,0
9,17408,16617,9247,0.044722222,116,9999,9999,9999,9999,9999,9999,0.5,9999,4,9,2,9999,9999,SD,53,0
