"sighting","r","sitside","y","config","pos","side","lrfb","bss","cloud","sight","stratum","legid","date","divetime","lat","long","obsid","obs","dives","dec","head","group","mark","dup","dupe","usesp","seen","sfrac","glarer","glarel","transect","effort","lng","area","plat","lon"
-1,NA,NA,NA,"UDTH",NA,NA,NA,2,9,1,1,102,10720,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,1,480,13.2298,4418,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,3,9,1,1,203,10720,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,10,239,7.2372,4418,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,3,9,1,1,304,10720,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,14,659,17.6091,4418,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,2,9,1,1,403,10720,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,15,600,15.173,4418,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,3,9,1,1,403,10720,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,16,1141,28.7455,4418,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,3,9,1,1,403,10720,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,16.66667,0,17,299,7.554,4418,0,NA
659,0.728,1123,748,"UDHT","F","R","FR",2,9,1,1,405,10720,0.8047569,6412.27,2235.1,"D20","DP",1,10,60,1,0.80478009,NA,"YES","BA",1,0.5,0,0,18,1376,38.6678,4418,2,2235.1
659,NA,NA,NA,"UDHT","R","R","RR",2,9,1,1,405,10720,NA,NA,NA,NA,"ET",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,18,1376,38.6678,4418,1,NA
660,0.753,226,1377,"UDHT","F","R","FR",2,9,1,1,405,10720,0.8054514,6412.46,2239.28,"D21","DP",1,10,10,1,0.80547454,NA,"YES","BA",1,0.5,0,0,18,1376,38.6678,4418,2,2239.28
660,NA,NA,NA,"UDHT","R","R","RR",2,9,1,1,405,10720,NA,NA,NA,NA,"ET",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,18,1376,38.6678,4418,1,NA
662,0.251,416,211,"UDHT","F","R","FR",2,9,1,1,405,10720,0.807037,6413.24,2248.09,"D22","DP",1,28,75,1,0.80706018,662,"YES","BA",1,0.5,0,0,18,1376,38.6678,4418,2,2248.09
662,0.276,390,332,"UDHT","R","R","RR",2,9,1,1,405,10720,0.8070486,6413.25,2248.1,"T35","ET",1,28,65,1,0.80708333,662,"YES","BA",1,0.5,0,0,18,1376,38.6678,4418,1,2248.1
663,0.133,170,180,"UDHT","R","R","RR",2,9,1,1,405,10720,0.8073611,6413.35,2249.95,"T36","ET",2,53,80,2,0.80739583,NA,"YES","BA",1,0.5,0,0,18,1376,38.6678,4418,1,2249.95
663,NA,NA,NA,"UDHT","F","R","FR",2,9,1,1,405,10720,NA,NA,NA,NA,"DP",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,18,1376,38.6678,4418,2,NA
665,0.118,214,50,"UDHT","R","R","RR",2,9,1,1,405,10720,0.8106366,6414.63,2308.2,"T37","ET",1,47,90,1,0.81064815,665,"YES","BA",1,0.5,0,0,18,1376,38.6678,4418,1,2308.2
665,0.126,229,50,"UDHT","F","R","FR",2,9,1,1,405,10720,0.810625,6414.63,2308.19,"D23","DP",1,45,90,1,0.81063657,665,"YES","BA",1,0.5,0,0,18,1376,38.6678,4418,2,2308.19
667,0.172,315,48,"UDHT","R","R","RR",2,9,1,1,405,10720,0.811169,6414.78,2309.26,"T38","ET",1,36,90,1,0.81118056,667,"YES","BA",1,0.5,11.11111,11.11111,19,844,23.6563,4418,1,2309.26
667,0.187,285,200,"UDHT","F","R","FR",2,9,1,1,405,10720,0.8111227,6414.77,2309.41,"D24","DP",1,37,70,1,0.81114583,667,"YES","BA",1,0.5,11.11111,11.11111,19,844,23.6563,4418,2,2309.41
657,0.807,1250,819,"UDHT","F","R","FR",3,9,1,1,405,10720,0.8014815,6410.76,2217.41,"D19","DP",1,9,60,1,0.80150463,NA,"YES","BA",1,0.5,0,0,20,300,7.9064,4418,2,2217.41
657,NA,NA,NA,"UDHT","R","R","RR",3,9,1,1,405,10720,NA,NA,NA,NA,"ET",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,20,300,7.9064,4418,1,NA
670,0.166,293,96,"UDHT","R","R","RR",2,9,1,1,506,10720,0.8379167,6423.46,2353.68,"T39","ET",1,38,90,1,0.83793982,NA,"YES","BA",1,0.5,0,0,23,1860,50.3261,4418,1,2353.68
670,NA,NA,NA,"UDHT","F","R","FR",2,9,1,1,506,10720,NA,NA,NA,NA,"DP",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,23,1860,50.3261,4418,2,NA
671,0.353,292,586,"UDHT","F","R","FR",2,9,1,1,506,10720,0.8418287,6424.82,2332.66,"D25","DP",1,22,30,1,0.84185185,NA,"YES","BA",1,0.5,0,0,23,1860,50.3261,4418,2,2332.66
671,NA,NA,NA,"UDHT","R","R","RR",2,9,1,1,506,10720,NA,NA,NA,NA,"ET",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,23,1860,50.3261,4418,1,NA
673,0.093,166,48,"UDHT","R","R","RR",2,9,1,1,506,10720,0.8427778,6425.3,2327.6,"T40","ET",1,54,90,1,0.84278935,NA,"YES","BA",1,0.5,0,0,23,1860,50.3261,4418,1,2327.6
673,NA,NA,NA,"UDHT","F","R","FR",2,9,1,1,506,10720,NA,NA,NA,NA,"DP",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,23,1860,50.3261,4418,2,NA
674,0.654,1112,484,"UDHT","F","R","FR",2,9,1,1,506,10720,0.8433333,6425.48,2324.77,"D27","DP",1,11,70,1,0.08895833,NA,"YES","BA?",1,0.5,0,0,23,1860,50.3261,4418,2,2324.77
674,NA,NA,NA,"UDHT","R","R","RR",2,9,1,1,506,10720,NA,NA,NA,NA,"ET",NA,NA,NA,NA,NA,NA,"YES","BA?",0,0.5,0,0,23,1860,50.3261,4418,1,NA
690,0.222,413,-6,"UDHT","R","R","RR",2,9,1,1,506,10720,0.8487384,6427.4,2256.36,"T44","ET",1,29,90,1,0.84873843,NA,"YES","BA",1,0.5,0,0,23,1860,50.3261,4418,1,2256.36
690,NA,NA,NA,"UDHT","F","R","FR",2,9,1,1,506,10720,NA,NA,NA,NA,"DP",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,23,1860,50.3261,4418,2,NA
695,0.17,315,-4,"UDHT","R","R","RR",2,9,1,1,506,10720,0.8504398,6427.8,2247.7,"T45","ET",1,36,90,1,0.85043981,NA,"YES","BA",1,0.5,0,0,23,1860,50.3261,4418,1,2247.7
695,NA,NA,NA,"UDHT","F","R","FR",2,9,1,1,506,10720,NA,NA,NA,NA,"DP",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,23,1860,50.3261,4418,2,NA
701,0.335,231,576,"UDHT","F","R","FR",3,9,1,1,506,10720,0.8526736,6428.69,2236.17,"D34","DP",1,27,30,1,0.85271991,NA,"YES","BA",1,0.5,0,0,24,540,13.3936,4418,2,2236.17
701,NA,NA,NA,"UDHT","R","R","RR",3,9,1,1,506,10720,NA,NA,NA,NA,"ET",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,24,540,13.3936,4418,1,NA
720,0.284,514,115,"UDHT","R","R","RR",1,9,1,1,607,10720,0.8685532,6433.24,2300.15,"T51","ET",1,24,90,1,0.86857639,NA,"YES","BA",1,0.5,0,0,29,1142,30.556,4418,1,2300.15
720,NA,NA,NA,"UDHT","F","R","FR",1,9,1,1,607,10720,NA,NA,NA,NA,"DP",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,29,1142,30.556,4418,2,NA
723,0.729,602,1210,"UDHT","F","R","FR",1,9,1,1,607,10720,0.8744676,6435.61,2332.88,"D40","DP",1,12,35,1,0.87453704,NA,"YES","BA",1,0.5,0,0,29,1142,30.556,4418,2,2332.88
723,NA,NA,NA,"UDHT","R","R","RR",1,9,1,1,607,10720,NA,NA,NA,NA,"ET",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,29,1142,30.556,4418,1,NA
725,0.156,125,261,"UDHT","R","R","RR",1,9,1,1,607,10720,0.8752431,6435.9,2336.9,"T52","ET",1,49,40,1,0.8752662,NA,"YES","BA",1,0.5,0,0,29,1142,30.556,4418,1,2336.9
725,NA,NA,NA,"UDHT","F","R","FR",1,9,1,1,607,10720,NA,NA,NA,NA,"DP",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,29,1142,30.556,4418,2,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,2,5,1,1,607,10713,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,30,120,3.0136,4418,0,NA
706,0.432,372,710,"UDHT","F","R","FR",2,9,1,1,607,10720,0.8637616,6432.08,2241.41,"D35","DP",1,19,35,1,0.8637963,NA,"YES","BA",1,0.5,0,0,31,883,23.5362,4418,2,2241.41
706,NA,NA,NA,"UDHT","R","R","RR",2,9,1,1,607,10720,NA,NA,NA,NA,"ET",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,31,883,23.5362,4418,1,NA
707,0.185,339,59,"UDHT","R","R","RR",2,9,1,1,607,10720,0.8643056,6432.3,2244.45,"T47","ET",1,34,90,1,0.86431713,NA,"YES","BA",1,0.5,0,0,31,883,23.5362,4418,1,2244.45
707,NA,NA,NA,"UDHT","F","R","FR",2,9,1,1,607,10720,NA,NA,NA,NA,"DP",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,31,883,23.5362,4418,2,NA
713,0.32,218,552,"UDHT","F","R","FR",2,9,1,1,607,10720,0.8663194,6432.5,2248.23,"D37","DP",1,27,30,1,0.86635417,NA,"YES","BA",1,0.5,0,0,31,883,23.5362,4418,2,2248.23
713,NA,NA,NA,"UDHT","R","R","RR",2,9,1,1,607,10720,NA,NA,NA,NA,"ET",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,31,883,23.5362,4418,1,NA
714,0.141,263,5,"UDHT","R","R","RR",2,9,1,1,607,10720,0.8667708,6432.63,2250.56,"T49","ET",1,41,90,1,0.86677083,NA,"YES","BA",1,0.5,0,0,31,883,23.5362,4418,1,2250.56
714,NA,NA,NA,"UDHT","F","R","FR",2,9,1,1,607,10720,NA,NA,NA,NA,"DP",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,31,883,23.5362,4418,2,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,3,5,1,1,607,10713,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,32,120,3.0088,4418,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,3,9,1,1,607,10720,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,33,360,10.1045,4418,0,NA
443,0.282,133,507,"UDHT","F","R","FR",1,9,1,1,807,10708,0.7798611,6442.51,2255.69,"D12","DP",1,28,20,1,0.77988426,NA,"YES","BA",1,0.5,0,0,38,612,16.1629,4418,2,2255.69
443,NA,NA,NA,"UDHT","R","R","RR",1,9,1,1,807,10708,NA,NA,NA,NA,"ET",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,38,612,16.1629,4418,1,NA
439,0.202,339,162,"UDHT","F","R","FR",2,9,1,1,807,10708,0.7761227,6444.05,2315.33,"D11","DP",1,34,90,1,0.77615741,NA,"YES","BA",1,0.5,0,0,40,360,9.4115,4418,2,2315.33
439,NA,NA,NA,"UDHT","R","R","RR",2,9,1,1,807,10708,NA,NA,NA,NA,"ET",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,40,360,9.4115,4418,1,NA
428,0.511,237,918,"UDHT","F","R","FR",3,6,1,1,807,10708,0.7597917,6449.34,2430.92,"D08","DP",1,44,90,1,0.76001157,NA,"YES","BA",1,0.5,0,0,41,569,14.3536,4418,2,2430.92
428,NA,NA,NA,"UDHT","R","R","RR",3,6,1,1,807,10708,NA,NA,NA,NA,"ET",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,41,569,14.3536,4418,1,NA
436,0.435,797,127,"UDHT","R","R","RR",3,6,1,1,807,10708,0.766412,6447.45,2404.2,"T25","ET",1,16,90,1,0.76643518,NA,"YES","BA",1,0.5,0,0,41,569,14.3536,4418,1,2404.2
436,NA,NA,NA,"UDHT","F","R","FR",3,6,1,1,807,10708,NA,NA,NA,NA,"DP",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,41,569,14.3536,4418,2,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,0,7,1,2,102,10708,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,43,240,6.0601,3988,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,1,5,1,2,102,10708,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,44,1009,25.9491,3988,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,0,8,1,2,203,10708,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,46,281,7.3746,3988,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,2,8,1,2,203,10708,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,48,480,11.3462,3988,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,2,8,1,2,203,10708,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,66.66667,49,366,8.8795,3988,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,0,5,1,2,304,10708,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,50,300,7.5514,3988,0,NA
427,0.179,293,157,"UDHT","R","R","RR",1,5,1,2,304,10708,0.713912,6518.12,2305.06,"T21","ET",1,38,90,1,0.71394676,NA,"YES","BA",1,0.5,0,0,51,420,10.6886,3988,1,2305.06
427,NA,NA,NA,"UDHT","F","R","FR",1,5,1,2,304,10708,NA,NA,NA,NA,"DP",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,51,420,10.6886,3988,2,NA
420,0.3,490,262,"UDHT","R","R","RR",2,5,1,2,304,10708,0.7067477,6514.98,2342.5,"T17","ET",1,25,90,1,0.70680556,NA,"YES","BA",1,0.5,0,0,52,1020,26.6008,3988,1,2342.5
420,NA,NA,NA,"UDHT","F","R","FR",2,5,1,2,304,10708,NA,NA,NA,NA,"DP",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,52,1020,26.6008,3988,2,NA
421,0.6,1075,282,"UDHT","R","R","RR",2,5,1,2,304,10708,0.7082639,6515.73,2334.74,"T18","ET",1,12,90,1,0.70832176,NA,"YES","BA",1,0.5,0,0,52,1020,26.6008,3988,1,2334.74
421,NA,NA,NA,"UDHT","F","R","FR",2,5,1,2,304,10708,NA,NA,NA,NA,"DP",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,52,1020,26.6008,3988,2,NA
424,0.78,1443,100,"UDHT","R","R","RR",2,5,1,2,304,10708,0.7086458,6515.85,2332.2,"T19","ET",1,9,90,1,0.70865741,NA,"YES","BA",1,0.5,0,0,52,1020,26.6008,3988,1,2332.2
424,NA,NA,NA,"UDHT","F","R","FR",2,5,1,2,304,10708,NA,NA,NA,NA,"DP",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,52,1020,26.6008,3988,2,NA
426,0.058,41,100,"UDHT","R","R","RR",2,5,1,2,304,10708,0.708912,6515.91,2331.77,"T20","ET",1,80,90,1,0.70893518,NA,"YES","BA",1,0.5,0,0,52,1020,26.6008,3988,1,2331.77
426,NA,NA,NA,"UDHT","F","R","FR",2,5,1,2,304,10708,NA,NA,NA,NA,"DP",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,52,1020,26.6008,3988,2,NA
419,0.321,237,546,"UDHT","F","R","FR",3,5,1,2,304,10708,0.6968056,6510.52,2434.92,"D07","DP",1,44,90,1,0.69693287,NA,"YES","BA",1,0.5,0,0,53,217,5.7383,3988,2,2434.92
419,NA,NA,NA,"UDHT","R","R","RR",3,5,1,2,304,10708,NA,NA,NA,NA,"ET",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,53,217,5.7383,3988,1,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,0,7,1,2,405,10708,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,54,300,7.8318,3988,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,1,7,1,2,405,10708,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,55,660,17.6074,3988,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,1,3,1,2,605,10713,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,22.22222,56,180,5.4164,3988,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,2,3,1,2,605,10713,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,22.22222,57,300,7.3203,3988,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,3,3,1,2,605,10713,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,22.22222,58,60,1.6298,3988,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,2,5,1,2,706,10713,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,22.22222,0,59,300,8.4444,3988,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,3,5,1,2,706,10713,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,22.22222,0,60,360,10.1503,3988,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,2,9,1,2,807,10708,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,61,462,12.3585,3988,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,2,9,2,2,807,10708,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,62,138,3.8809,3988,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,3,9,1,2,807,10708,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,63,290,7.5062,3988,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,2,8,1,2,908,10708,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,65,562,15.291,3988,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,3,2,1,2,1009,10713,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,50,67,720,16.7466,3988,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,1,3,1,2,1011,10708,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,69,1180,30.0816,3988,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,1,7,1,3,102,10721,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,22.22222,0,71,540,13.8939,14066,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,2,2,1,3,102,10721,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,22.22222,0,72,480,12.2707,14066,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,1,8,1,3,203,10721,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,74,660,18.4298,14066,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,1,2,1,3,203,10721,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,22.22222,75,420,11.9208,14066,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,2,0,1,3,203,10721,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,22.22222,77,420,11.8209,14066,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,1,9,1,3,304,10721,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,78,659,17.9701,14066,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,2,8,1,3,304,10721,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,79,541,13.9089,14066,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,2,9,1,3,304,10721,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,80,180,4.5722,14066,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,3,0,1,3,304,10721,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,81,481,12.0156,14066,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,3,1,1,3,304,10721,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,82,180,4.8797,14066,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,2,9,1,3,405,10721,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,86,1039,28.6357,14066,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,3,9,1,3,405,10721,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,88,961,26.4369,14066,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,2,0,1,3,506,10721,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,89,120,3.2413,14066,0,NA
-1,NA,NA,NA,"UDTH",NA,NA,NA,3,9,1,3,506,10721,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,92,481,12.981,14066,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,1,8,1,3,605,10708,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,94,412,11.1918,14066,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,2,8,1,3,605,10708,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,95,720,19.8755,14066,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,3,8,1,3,605,10708,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,96,208,5.6978,14066,0,NA
401,0.043,70,40,"UDHT","R","R","RR",2,9,1,3,706,10708,0.5931944,6519.48,2556.87,"T09","ET",1,73,90,1,0.59320602,NA,"YES","BA",1,0.5,0,0,98,1801,35.8375,14066,1,2556.87
401,NA,NA,NA,"UDHT","F","R","FR",2,9,1,3,706,10708,NA,NA,NA,NA,"DP",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,98,1801,35.8375,14066,2,NA
405,0.637,1175,114,"UDHT","R","R","RR",2,9,1,3,706,10708,0.609375,6509.94,2437.83,"T12","ET",1,11,90,1,0.6094213,NA,"YES","BA",1,0.5,0,0,98,1801,35.8375,14066,1,2437.83
405,NA,NA,NA,"UDHT","F","R","FR",2,9,1,3,706,10708,NA,NA,NA,NA,"DP",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,98,1801,35.8375,14066,2,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,2,4,1,3,706,10708,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,22.22222,0,99,271,6.4418,14066,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,3,4,1,3,706,10708,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,22.22222,0,100,1454,33.8331,14066,0,NA
389,0.398,450,587,"UDHT","R","R","RR",1,8,1,3,807,10708,0.5508218,6541.85,2554.11,"T03","ET",1,21,50,1,0.55086806,389,"YES","BA",1,0.5,0,0,101,1547,40.8281,14066,1,2554.11
389,0.503,537,761,"UDHT","F","R","FR",1,8,1,3,807,10708,0.5508102,6541.86,2553.99,"D01","DP",1,15,40,2,0.55083333,389,"YES","BA",1,0.5,0,0,101,1547,40.8281,14066,2,2553.99
